2024/10/30 4:34:25 am GMT+8,LeafCommunicate,leafforge,CET (GMT+2),Poland/Europe,15 - 16,Male,he/him,Answer is in the notes section on last page for it is longer than this question's limit.,Report it to a person higher than the offender,"i would explain them that the server has rules against such behavior and therefore if their freedom of speech doesn't follow that he can't do that here without punishment, i'd warn and/or mute them and if the behavior is continuing additional punishment is needed.","I have medal, my witnessing is on video and its a",Yes,"Im fair, i can follow, understand rules and enforce them correctly. Im fluent in english and polish and im able to be mostly active, however its not a rigid activity so i selected the average in the questions below.","A moderator, moderating.",Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,1 - 2 hours,"I've played lots on the server on two accounts, on my current one i have only 3 hours of playtime but im sure that adds up to around a day with my old one, it was a long time ago so i have no way of accessing that account again.","I believe if i met the playtime requirement correctly, im confident yes."
2024/09/22 4:12:43 am GMT+8,__DreamWasTaken_,eee183m_96101,GMT,"United Kingdo,",13-15,Male,he/him,15 minutes ILL DO MORE I SWEAR,Alert a higher rank,warn them,Still warn the actual griefer,active servers like 4-6,"I believe I'm the perfect candidate for Minecraft moderator because I possess the key qualities needed to foster a positive and engaging community. My passion for Minecraft is undeniable, and I'm actively involved in the game, understanding its intricacies and the nuances of its community. I'm dedicated to upholding the rules and promoting a fair and fun environment for all players. My strong communication skills allow me to effectively address issues, resolve conflicts, and ensure everyone feels heard. I'm proactive in identifying potential problems and possess the maturity and judgment to make responsible decisions. I'm confident I can contribute to a thriving and enjoyable Minecraft community.",jr mod? maybe higher,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,,slightly i dont mind if no.
2024/10/31 8:39:43 am GMT+8,Nathan_TheMaster,nate_3210,UTC-4,United States,13 - 14,Male,he/him,4 DAYS 4 HOURS 25 MINTUES,Report the higher-ranked staff and try anything I can to make them stop.,"Tell them, ""Swearing, is considered inappropriateness, which is breaking the rules, please stop, or else further warnings, kicks, or protentional... Bans""","Go back to the history of the block, it will say who breaked it, who placed it, etc.","I am a guard on a prison server ""mlum"" and had to fill out a form just like this, it has a similar system, getting strikes if done stuff incorrectly, (mlum is an active server).","A reason to choose me over the other applicants, is because I never ignore things, and have on-the-job experience.","A Sir. Mod, I will be working, and keeping the server pristine as it was, is, and always will be.",Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,3 - 4 hours,None...,Yes
2024/10/26 1:08:49 am GMT+8,robo_boy08,.123e,CDT,United States Of amarica,13 - 14,Male,he/him,"6 hours (Please read the rest of my application, and this is not my total play time I think you guys reset the playtime as I used to have a lot more)",Get proof of misdemeanor then report it to a higher ranked staff.,Say that it is against the rules and mute said player.,If I have proof a ban them. If I don't have proof I ask the other members. If there are no members online and its just those two I fix the damage then see if it happens again.,"I have been staff on other minehut servers, most of which the owner just disappeared.","I can be online from 8:30 am to 7pm CDT sometimes more, I will not abuse my power, I have a lot of experience in 50x (I took a break right before the nbt reset and stat reset for about a year).",If you mean if I was given staff I think I would be a know staff by the community but not to high of a rank. If you mean in general I think I would still be playing 50x and probobly be making the backrooms.,Monday;Tuesday;Wednesday;Thursday;Friday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,7 - 8 hours,"On the question about what days I can be online, for the weekends it changes a lot, for example one weekend I might have a sport game which would take about 2 hours of said day but if I don't i will be able to be online a far amount. I will also be able to be online less on Mondays and Fridays. Also if you know of any way I can give you proof that I played before dm me, I have a few ideas that might prove it: 1. I played in the era of skulk invasion. 2. I began the McDonalds train that led to the McBunker.",I think there is a good chance I am accepted if the evaluator reads through the whole application and doesn't stop just at playtime.
2024/10/31 9:18:01 am GMT+8,DrumPower,qtrezy,EST,United States,18+,Male,he/him,"1 day and 4 hours 32 minutes, I had more but It was before the /stats command","Clip it with replay mod, Open a ticket",I would Mute them for alittle bit as if they were swearing a lot they shouldn't be able to talk for awhile.,"Use /co i, Take a screenshot and replay, put into staff evidence then punish.","Back in the day I was co owner for catbox, We had 50+ players and I had to deal with people breaking rules",I'm a adult and got free time to be on during the day. I have experience with modding on servers.,Sr. mod,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,7 - 8 hours,,Yes
2024/10/08 7:09:45 am GMT+8,RainTheNinja01,raintheninja,US+1,florida,21-40,Female,she/her,1 day 21 hours 32 minutes,tell the owner and have there rank go down for abusing there power,I would tell them to not swear because its not right to swear,i would tell the griefer that i saw everything and ban them till they learn to not grief.,there was a server in creative that used to exist i was a admin and later got promoted higher but the server was either banned or deleted because its no longer a server abd you cant find it.,"because i want the server to stay nice with no rule breakers, and because i want to stop griefers and rule breakers.",a staff member doing good stuff,Monday;Wednesday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,,Yes
2024/10/25 3:08:20 am GMT+8,DimRom,dimrom,UTC+2,Spain / Europe,18-20,Male,he/him,2 DAYS 3 HOURS 51 MINUTES,,"Explain the player the words they used are not appropriate in this server and tell it to please cut it out, if the behavior is repeated, I would give a /warn and finally if they still continue, I'll mute the player.","Inspect with /core i and restore the build this player griefed, then give a 7 days ban",I have been staff in some servers as moderator mostly and my personal server (about 4-5 years ago),The reason I see myself being chosen and maybe not a different person is because I can be online every single day,"Probably Moderator still, I don't need a higher role",Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,5 - 6 hours,I may be online 4 hours only some days because I have to study but other days I can be online 14 hours,Yes
2024/10/31 5:58:02 am GMT+8,OrmostheGalaxy,gloom,EST,canada,13 - 14,Male,he/him,in /stats its 17 hours but on minehut it says over a day,report it to higher authority than them,i would tell them to try to keep it to a minimum if they can,temp ban anyways,,"I am very committed and I will try to be as active as I can, I will try to host server activities if it gets boring for others, I will be as respectful as I can, I can think out solutions for problems others may have and if it doesn't work i will try a different solution",i don't plan on needing to get better so i'm fine where you put me and probably more respected by server members(minecraft),Monday;Tuesday;Wednesday;Thursday;Friday;Sunday,3 - 4 hours,,Maybe
2024/10/06 11:19:27 am GMT+8,hj86,lil_hbomb,UTC-5,United States,16-17,Male,he/him,1 day and 1.63 hours,,"I would say I completely get it, but remind them that there are others in the server than just themselves. There could be children or people that aren't comfortable with profanity.","Learn all sides of the story, and take effective action against the greifer.",I moderated a couple SMP's with my friends.,"I am online frequently (other than Sundays, that's my fams Church day), and I feel like I am able to level with people and be as reasonable as possible.",Hopefully a jr. or sr. mod. Any position that can help make the server a better place to play.,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,3 - 4 hours,"I would suggest that there HAS to be at least ONE admin online at one time. Whenever there isn't, a greifer or hacker ends up destroying everything, and everyone comes crawling to the discord for an admins help.","Accepted or not, I will still play on this server."
2024/08/18 12:06:08 am GMT+8,Its_Caty,caty_cat_real,UTC +3,Israel,16-17,Male,he/him,1 day and 5.14 hours,i will report to other admins or higher ranks,i would warn them with /warning and if they continue i will mute them,check in /co i who griefed and if its a major grief its a warning/1 day ban and if its a grief 7 days ban,i am a staff member (admin) at a server its a small server its around 20-50 people each day,i have some experience with another i am online a lot i have joined a year ago i love playing on the server and there are a lot of times that there are no staff online and ppl grief bc of it,i think i would like sr. mod or mod,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,5 - 6 hours,i have been a lot and i have seen a lot of times and i will like to point out that i had a total of around 40 days and it all got a reset😪,i am kind of i dont really know
2024/10/18 9:39:45 am GMT+8,Notreal17,nori_trea,UTC+8,Singapore,13-15,Female,she/they,I dont really remember but i think it was 2 days and 7 hours (cant check now because my conputer has died),"Tell someone, and keep out, take screenshot, keep evidence","Tell them to stop again, say it's disrespectful, if they try to do it again, temporarily mute, then if they still do it, kick temp, and if they repeat the offence again, ban.","Use the block check to see for evidence, then continue with the standard procedure",,"Well I'm pretty active, have good relations, I'm not bias, and can defuse arguments well (wait- this needs to be 100 characters!?!)",Ahah im not really sure but im hopung to be at least a mod lah,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,1 - 2 hours,"Ah um there was one thing I wanted to bring up with yall which was the survival thjng, I normally play noteblocks manually *no notebot and people will stsrt hitting or killing me, so something or an idea I wanted to try was that you can't attack players in survival unless you are in survival too. Idk.",Maybe
2024/09/28 4:13:46 am GMT+8,Amilliie,amiliie,BST,"United Kingdom, Europe",16-17,I don't exactly have a prefferred gender.,"Any again, I don't mind.",,"I would contact a manager or owner, depending on which would be easier to contact at the time. I would do it in DM's however to keep the case anonymous until it has been resolved by a manager/owner.",I would explain that we have chat rules for a reason and give them a verbal warning that continued swearing may result in punishment.,I would use co inspect to see who broke and place blocks in the position and ban accordingly.,"Yes, I am a moderator on discord.gg/linux, I was also a moderator on the French server Derycube. I also own my own 200 member Discord.

I also was a manager on a smaller Minehut server in 2021 / 2022.",I have experience with moderating servers and have a passion for protecting 50xcreative as it means a lot to me and a lot to the community. I find that sitting around helplessly while hackers get their way when no staff are online to be a waste of my time and I want to use my time for something productive.,Moderator,Monday;Tuesday;Wednesday;Thursday;Friday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,,"I'm not too sure, but I hope I do :)"
2024/10/17 11:07:18 am GMT+8,Teamf2_s3al,wh1t4f0r3est,"UTC -07:00 mountain time, USA and Canada",United States,13-15,Male,"Anything, as long as i can see its me","5 days from reset, 20 days without them i think","create a ticket, if The abusing staff closes it, i will DM the higher ups","Still, I have to mute them because it is a rule to not bypass chat filter",There's this cool this called core protect inspect,"I have some, but not enough to qualify here since it was my server which died very fast","Because I am very passionate for the community, and Do my best to stop griefers with my rank, I am also Very able to remember the rules of the server",Doing my best,Monday;Friday;Saturday;Sunday,3 - 4 hours,"Some days i will be able to get on, but thats not often because of school and soccer",I just wanna try my best
2024/08/18 5:57:48 am GMT+8,tktext,tktext,NA EST,United States,13-15,Male,he/him,11 Hours Sadly..,Report it to a higher staff such as a manager or the owner immediately.,"Warn them and say that it is not against OUR rules and if they do it again, I will mute them for the designated time.","This question is tricky because I can get in trouble for not getting proof. Before I punish the griefer, I will make sure to get plenty of witnesses and so they can vouch for me that I wasn't lying.","Yes, I owned 4 servers named GroupBox, BasicCuboid, Basic, and Trimz. They were all pretty successful and active. I somehow maintained it all in one piece.",I am a very dedicated and inspiring member who wants to be very active and punish rule breakers because I hate to see them. Also I do have 3+ years of experience in my previous servers.,I would be thankful for any position 🙏,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,3 - 4 hours,,Yes
2024/10/28 10:41:27 pm GMT+8,WellChuffed,ziniixty,GMT,England,15 - 16,Male,he/him,7 days (thats what minehut says),Report to owner/ someone of high authority then them,warn them then mute them for 1 minute then 30 then 1 hour then days then perm,Ban them,,"I have been playing for ages, i know most of the staff, i am reasonable and wont listen to one person side of the story (unless i know they griefed). I wont abuse if someone is annoying me.",Staff,Monday;Wednesday;Thursday;Friday;Saturday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,Always bet on green,Yes
2024/08/17 2:55:30 pm GMT+8,sgdy,sgdy,UTC-5:00,United States,13-15,Male,he/they,1 day 6 hours 31 minutes at the time of applying.,"Get evidence of the staff member abusing, then send proof to a manager so they can deal with it.","I would inform them that the server rules say they have to keep their messages appropriate. If they fail to comply with the rules, I would punish them respectfully to their offense.","I would use the coreprotect plugin to check get proof that they had griefed the build, then I would either warn if it was a minor grief, or ban them for 7 days if it was a major grief.","I have 3 years of prior experience moderating Minecraft servers, and just under 4 years of experience moderating Discord servers. 
For Minecraft servers, I was the Lead Admin on DupeTop (which has sadly been shut down since), Admin/Temporary Manager on L1festee1 (now known as minecrush), and Admin on DupeBlocks (now known as dupecrush).
For Discord servers, I was the same ranks listed for the Minecraft servers (2100, 5500, and 3500 at the time respectively) I was the head of staff on a smaller discord server (about 250 people), and an Admin for another small discord server (about 200 people)","I believe I should be chosen over other applicants because I have lots of prior experience moderating both Minecraft and Discord servers, and I can quickly adapt to changes and situations.","In three months time I would like to see myself at least at a Moderator level, as I believe three months of training and getting used to using the plugins",Monday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,"My hours may change around summer or if I get a job, but I should still be able to be online about 10+ hours/week.",Yes
2024/09/30 2:55:45 am GMT+8,MoonStar25,moonstar25_24778,PDT,United States,13-15,Male,he/him,"10 Days, 20 Hours, and 39 Minutes","I tell them to stop politely. If they do not stop, I ask them again. If they continue still, I tell another higher ranking staff about said interaction or I give them a temporary ban.","I tell them that on this server, swearing is not allowed, and I warn them that if they continue to swear, they will be muted.","I tell them that I saw them grief, and I ask in chat who else saw the person grief. If they admit to it then, they will get a warn or a shorter ban, but if they persist and continue to grief, they will get a longer ban.","Yes, I have. I was an admin on a server that closed down, called FreeOPSandbox.","I have been on the server much longer than most and have witnessed many bans, warns, and griefing. If no staff were online, sometimes I would even step in and put them in containment.","In three months' time, i see myself as a Sr. Mod or Admin.",Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,None.,Yes
2024/10/18 6:22:14 am GMT+8,SGGopen,sggopen,UTC-5,United States Of America Southeastern Regiom,13-15,Male,he/him,"More than 1 Day, currently fixing my computer in the shop 2 days.","Immediately tell the owner about the situation even if it requires a ping. Then, control the situation to the best of my abilities.","Tell them to stop verbally one more time, then mute for 1 hour.","I would do /co inspect to check the area of griefing, if it is them, then I would ban for 7 days, if it is someone else, I would ban the person who griefed for 7 days, I will screenshot the co inspect and report it to the authorities.","Yes, I was a trainee mod on the previously known as mineclub server. +300 players. Custom domain","I’ve been apart of the community for around 5-6 months and I would like to not only possibly grow the 50XCreative community, I would like to moderate the server as it does have understaffing problems, especially at later at night which can lead to mass grief with no punishment, and I would like to support the community. I also a charismatic, mature, and intelligent. Some of my weaknesses is being very stubborn and self reliant.",I would see me as a Sr. mod or a Mod,Tuesday;Wednesday;Thursday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,"My computer is being fixed at this time, so I NEED some sort of grace period as I figure out a solution for the mean time.",Maybe
2024/10/19 5:36:46 am GMT+8,sSilentMC,cssilent,CST,United States,16-17,Male,he/him,1 day and 18 hours,"First,
I will take a screenshot, and a video with needed.
Then,
I will send it to a higher staff member such as Manager, Admin and Owner (and Co-Owner)
Last,
Eat chips","""It isn't a good example for the younger audience. 1st verbal warning""",/co i,"Yes, Pixelblock with around 1-2 million players",I have been in the 50x community for long enough and I've helped with cases like the Dom one and that one ticket about Rowan. I also think I'm pretty experienced with MC plugins and commands.,Moderator or Sr. Mod if I do good enough,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,5 - 6 hours,,Yes
2024/10/19 5:39:01 am GMT+8,_Aple__,electric_59,UTC-4,United States,13-15,Male,he/him,9 Days and 8.04 Hours,"I would first gather evidence/proof of the admin abusing, then i would tell the owner Egono or Siqns.","I would first do a verbal warning. If they continue to ignore my warning, i would give them a warning and/or a mute.","I would ask the blamed person if this is true, he/she would say no. Then i would use /co i to confirm the griefer and then ban them for first/second/or third offense of griefing.",,"Because i mainly get on to help other and make sure when they want to join this server, they want to have fun. I don't want their fun to be ruined by griefers, so i want everyone to have a great time on 50x. I also want to be active with others like fun events and more.",I would see myself lowest as a mod and highest would be a sr.mod or admin,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,3 - 4 hours,"On the week days i might play less than the 3-4 hours because i play soccer, and i have homework to do. I will try my best to active on weekdays as much as i can.",Yes
2024/10/29 7:23:07 am GMT+8,Male__07,blackmc358486596,UTC+3,Brazil,13 - 14,Male,he/him,1 week and 1 day,Take some screenshots of the staff abusing and show them to egg.(pls do not decline my apply just because of this joke),Warn him,"/co i, if he was really a liar, BAN",nuh uh,Because i want become admin so i can finally use command blocks and i will ban the rule breakers and mute them. I will also,Sr.Mod,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;TICK HERE IF YOU ARE ABLE TO JOIN DURING HOLIDAYS.,1 - 2 hours,,Yes
